"#","slug","name","category","prompt"
"001","vinyl-die-cut-stickers","Custom Vinyl Die-Cut Stickers","Stickers > Die-Cut Stickers > Vinyl Die-Cut","Professional e-commerce studio product photograph of: Custom Vinyl Die-Cut Stickers. Weatherproof vinyl stickers cut precisely to your artwork's outline. UV-laminated for 5+ years of outdoor durability, dishwasher and scratch safe. Product category: Stickers > Die-Cut Stickers > Vinyl Die-Cut. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"002","holographic-die-cut-stickers","Holographic Die-Cut Stickers","Stickers > Die-Cut Stickers > Holographic Die-Cut","Professional e-commerce studio product photograph of: Holographic Die-Cut Stickers. Prismatic rainbow-refraction stickers with a 100% opaque spot-white backing so colors stay vivid against any surface. Product category: Stickers > Die-Cut Stickers > Holographic Die-Cut. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"003","custom-sticker-sheets","Custom Sticker Sheets","Stickers > Sticker Sheets","Professional e-commerce studio product photograph of: Custom Sticker Sheets. Multiple designs kiss-cut onto a single sheet — perfect for sticker packs, product inserts, and con merch. Product category: Stickers > Sticker Sheets. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"004","matte-product-labels","Matte Product Labels","Labels > Product Labels","Professional e-commerce studio product photograph of: Matte Product Labels. Clean matte-finish labels for candles, cosmetics, and packaged goods. Available on rolls or sheets. Product category: Labels > Product Labels. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"005","weatherproof-vinyl-labels","Weatherproof Vinyl Labels","Labels > Product Labels > Weatherproof Labels","Professional e-commerce studio product photograph of: Weatherproof Vinyl Labels. Waterproof, UV-stable vinyl labels built for bottles, outdoor gear, and anything that lives outside a climate-controlled shelf. Product category: Labels > Product Labels > Weatherproof Labels. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"006","custom-packaging-labels","Custom Packaging Labels","Labels > Packaging Labels","Professional e-commerce studio product photograph of: Custom Packaging Labels. Branded closure and shipping labels sized for mailers, pouches and retail boxes. Product category: Labels > Packaging Labels. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"007","corrugated-mailer-boxes","Corrugated Mailer Boxes","Boxes & Packaging > Mailer Boxes > Corrugated Mailers","Professional e-commerce studio product photograph of: Corrugated Mailer Boxes. Custom-printed corrugated mailers with a tuck-lock closure — sturdy enough for e-commerce shipping, light enough to keep freight costs down. Product category: Boxes & Packaging > Mailer Boxes > Corrugated Mailers. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"008","kraft-mailer-boxes","Kraft Mailer Boxes","Boxes & Packaging > Mailer Boxes","Professional e-commerce studio product photograph of: Kraft Mailer Boxes. Uncoated kraft mailer boxes with a natural, eco-forward finish — ideal for brands leaning into minimal, recyclable packaging. Product category: Boxes & Packaging > Mailer Boxes. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"009","rigid-gift-boxes","Rigid Gift Boxes","Boxes & Packaging > Rigid Boxes","Professional e-commerce studio product photograph of: Rigid Gift Boxes. Two-piece rigid chipboard boxes with a magnetic or friction-fit lid — built for unboxing moments, not just shipping. Product category: Boxes & Packaging > Rigid Boxes. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
"010","standard-matte-business-cards","Standard Matte Business Cards","Business Cards > Standard Cards","Professional e-commerce studio product photograph of: Standard Matte Business Cards. Everyday 14pt matte business cards — smudge-resistant, quick turnaround, and priced for ordering in volume. Product category: Business Cards > Standard Cards. Show the product exactly as it would be sold — complete, undistorted, in a flattering three-quarter hero angle, centered with generous empty margin around it. Background: clean seamless very light warm-grey (#F2F2F0). Lighting: soft diffused studio light with a gentle natural contact shadow. Realistic materials, print quality and paper/fabric texture. Branding: the attached image is the Outprint logo (a blue wordmark with a small coral bar under the 'O'). Print this logo faithfully on the product — on a business card, the card front; on a box, the lid or side panel; on apparel, the chest; on a sticker, the sticker face; on a bag, the front; and so on — sized and placed the way a real branded product would carry it. The only readable text anywhere in the image is the brand name 'Outprint', spelled exactly O-u-t-p-r-i-n-t. Do not invent any other words, names, phone numbers, emails or lorem ipsum. Keep the design otherwise clean and minimal, using white or light neutral materials so the blue logo stands out. No people, no hands, no watermark, no border or frame, no extra props competing with the product. Square 1:1 composition."
